SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1437714,449319,Consumer loans,8164.8,38952,43447.5,0,38952,FRIDAY,10,Y,1,0,NA,NA,XAP,Approved,-235,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,115,Consumer electronics,6,middle,POS household with interest,365243,-204,-54,-54,-51,0
1327469,169978,Consumer loans,13275.45,142227,142227,0,142227,FRIDAY,11,Y,1,0,NA,NA,XAP,Approved,-549,XNA,XAP,NA,New,Consumer Electronics,POS,XNA,Stone,50,Consumer electronics,12,low_normal,POS household with interest,365243,-514,-184,-184,-176,0
2342354,283203,Consumer loans,24057.9,142821,135324,14283,142821,MONDAY,13,Y,1,0.1039756525733786,NA,NA,XAP,Approved,-289,Cash through the bank,XAP,"Spouse, partner",Repeater,Consumer Electronics,POS,XNA,Country-wide,621,Consumer electronics,6,low_normal,POS household with interest,365243,-258,-108,-138,-129,0
2323376,393012,Consumer loans,21610.575,123156,116694,12316.5,123156,MONDAY,10,Y,1,0.10397439109078856,NA,NA,XAP,Approved,-164,Cash through the bank,XAP,NA,Refreshed,Jewelry,POS,XNA,Country-wide,45,Jewelry,6,middle,POS others without interest,365243,-126,24,365243,365243,0
2022012,402361,Cash loans,6307.425,153000,193392,NA,153000,SUNDAY,12,Y,1,NA,NA,NA,Repairs,Refused,-27,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48,low_normal,Cash Street: low,NA,NA,NA,NA,NA,NA
1180935,450800,Consumer loans,4351.41,33930,37287,0,33930,THURSDAY,11,Y,1,0,NA,NA,XAP,Approved,-2357,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Stone,15,Connectivity,12,high,POS mobile with interest,365243,-2325,-1995,-1995,-1990,1
1111601,253157,Cash loans,14938.11,331861.14,400855.14,NA,331861.14,FRIDAY,11,Y,1,NA,NA,NA,XNA,Approved,-1362,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,54,middle,Cash Street: middle,365243,-1332,258,-642,-632,1
1827511,368655,Cash loans,15370.965,337500,384277.5,NA,337500,FRIDAY,9,Y,1,NA,NA,NA,XNA,Refused,-371,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,36,low_normal,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
2220405,227047,Revolving loans,11250,0,225000,NA,NA,MONDAY,11,Y,1,NA,NA,NA,XAP,Approved,-814,XNA,XAP,NA,Repeater,XNA,Cards,x-sell,Contact center,-1,XNA,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
2814653,389333,Cash loans,15493.77,270000,299223,NA,270000,MONDAY,15,Y,1,NA,NA,NA,XNA,Refused,-161,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_normal,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
2545901,343300,Cash loans,28841.49,679500,814041,NA,679500,SUNDAY,12,Y,1,NA,NA,NA,XNA,Approved,-213,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,60,middle,Cash X-Sell: middle,365243,-183,1587,365243,365243,1
2634155,401512,Cash loans,NA,0,0,NA,NA,THURSDAY,12,Y,1,NA,NA,NA,XNA,Canceled,-421,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2432963,312718,Cash loans,10143.585,45000,52128,NA,45000,WEDNESDAY,13,Y,1,NA,NA,NA,XNA,Approved,-513,Cash through the bank,XAP,NA,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6,high,Cash X-Sell: high,365243,-483,-333,-333,-327,1
2103595,120223,Consumer loans,7058.565,69390,74340,0,69390,FRIDAY,12,Y,1,0,NA,NA,XAP,Approved,-11,Cash through the bank,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,50,Furniture,12,low_normal,POS industry with interest,365243,365243,350,365243,365243,0
2711905,214867,Consumer loans,8579.655,78075,77224.5,7807.5,78075,MONDAY,16,Y,1,0.09999855669309518,NA,NA,XAP,Approved,-1899,Cash through the bank,XAP,Children,New,Furniture,POS,XNA,Country-wide,152,Furniture,12,high,POS industry with interest,365243,-1868,-1538,-1538,-1529,0
1722360,163228,Cash loans,NA,0,0,NA,NA,TUESDAY,11,Y,1,NA,NA,NA,XNA,Canceled,-100,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1678915,379655,Revolving loans,45000,900000,900000,NA,900000,THURSDAY,15,Y,1,NA,NA,NA,XAP,Approved,-388,XNA,XAP,NA,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,-192,-163,365243,365243,365243,0
1532073,155820,Consumer loans,4447.485,38533.5,38110.5,3856.5,38533.5,SATURDAY,12,Y,1,0.10008051780944772,NA,NA,XAP,Approved,-2740,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,1524,Consumer electronics,12,low_normal,POS household with interest,365243,-2709,-2379,-2379,-2375,1
2143402,152943,Cash loans,NA,0,0,NA,NA,THURSDAY,9,Y,1,NA,NA,NA,XNA,Canceled,-202,XNA,XAP,NA,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2599519,374797,Cash loans,22217.13,450000,521280,NA,450000,WEDNESDAY,10,Y,1,NA,NA,NA,XNA,Refused,-16,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),50,XNA,36,low_normal,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
1880774,190038,Consumer loans,9605.115,104100.75,93690,10410.75,104100.75,FRIDAY,13,Y,1,0.10891615268687478,NA,NA,XAP,Approved,-441,XNA,XAP,NA,Repeater,Construction Materials,POS,XNA,Stone,20,Construction,12,middle,POS industry with interest,365243,-405,-75,-285,-278,0
1451940,436568,Cash loans,NA,0,0,NA,NA,THURSDAY,10,Y,1,NA,NA,NA,XNA,Canceled,-343,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2111382,297304,Cash loans,NA,0,0,NA,NA,SATURDAY,15,Y,1,NA,NA,NA,XNA,Canceled,-175,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2498897,142123,Cash loans,23776.245,450000,526140,NA,450000,FRIDAY,11,Y,1,NA,NA,NA,XNA,Approved,-850,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,middle,Cash X-Sell: middle,365243,-820,230,365243,365243,1
2381987,103283,Cash loans,41692.5,1125000,1125000,NA,1125000,MONDAY,13,Y,1,NA,NA,NA,XNA,Refused,-271,XNA,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,36,low_action,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
1175172,383677,Cash loans,NA,0,0,NA,NA,TUESDAY,13,Y,1,NA,NA,NA,XNA,Canceled,-235,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2744758,343597,Cash loans,27355.5,990000,990000,NA,990000,FRIDAY,10,Y,1,NA,NA,NA,XNA,Approved,-123,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_normal,Cash X-Sell: low,365243,-93,1677,365243,365243,0
2296217,379011,Consumer loans,NA,87291,87291,0,87291,SUNDAY,13,Y,1,0,NA,NA,XAP,Refused,-1458,Cash through the bank,LIMIT,NA,Repeater,Mobile,XNA,XNA,Country-wide,50,Connectivity,NA,XNA,POS mobile with interest,NA,NA,NA,NA,NA,NA
2629954,171383,Cash loans,16341.165,112500,137691,NA,112500,FRIDAY,15,Y,1,NA,NA,NA,Other,Approved,-472,Cash through the bank,XAP,NA,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12,high,Cash Street: high,365243,-442,-112,-112,-106,1
2802285,393223,Cash loans,NA,0,0,NA,NA,FRIDAY,8,Y,1,NA,NA,NA,XNA,Canceled,-217,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2164438,165837,Cash loans,28008.9,360000,360000,NA,360000,SATURDAY,14,Y,1,NA,NA,NA,XNA,Approved,-1612,Cash through the bank,XAP,Other_B,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,middle,Cash X-Sell: middle,365243,-1582,-1072,-1072,-1065,0
1448153,267883,Cash loans,NA,0,0,NA,NA,WEDNESDAY,10,Y,1,NA,NA,NA,XNA,Refused,-56,XNA,HC,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2394703,260612,Cash loans,38214.54,720000,798408,NA,720000,TUESDAY,8,Y,1,NA,NA,NA,XNA,Approved,-1574,Cash through the bank,XAP,"Spouse, partner",Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30,low_normal,Cash X-Sell: low,365243,-1544,-674,-674,-666,1
1125549,248258,Consumer loans,1211.94,13135.5,11821.5,1314,13135.5,WEDNESDAY,11,Y,1,0.10894640132050204,NA,NA,XAP,Approved,-558,Cash through the bank,XAP,NA,Repeater,Clothing and Accessories,POS,XNA,Stone,200,Clothing,12,middle,POS industry with interest,365243,-527,-197,-467,-463,0
1242261,382478,Consumer loans,5961.735,49864.5,54252,0,49864.5,SUNDAY,10,Y,1,0,NA,NA,XAP,Approved,-531,Cash through the bank,XAP,NA,Refreshed,Mobile,POS,XNA,Country-wide,44,Connectivity,10,low_normal,POS mobile without interest,365243,-491,-221,-251,-244,0
2238476,137273,Cash loans,11873.88,139500,153310.5,NA,139500,THURSDAY,12,Y,1,NA,NA,NA,XNA,Approved,-369,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,middle,Cash X-Sell: middle,365243,-339,171,365243,365243,1
2006332,311374,Cash loans,17734.095,315000,349096.5,NA,315000,SATURDAY,10,Y,1,NA,NA,NA,XNA,Approved,-401,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_action,Cash X-Sell: low,365243,-371,319,365243,365243,1
2537700,324307,Consumer loans,11150.865,91350,113391,0,91350,SUNDAY,13,Y,1,0,NA,NA,XAP,Approved,-253,Cash through the bank,XAP,"Spouse, partner",Repeater,Furniture,POS,XNA,Stone,200,Furniture,12,middle,POS industry with interest,365243,-222,108,-162,-155,0
1445691,133822,Consumer loans,8442.945,229981.5,183982.5,45999,229981.5,THURSDAY,11,Y,1,0.2178309678268588,NA,NA,XAP,Refused,-258,Cash through the bank,LIMIT,Family,Repeater,Mobile,POS,XNA,Regional / Local,30,Consumer electronics,24,low_action,POS household without interest,NA,NA,NA,NA,NA,NA
1541831,259495,Consumer loans,NA,42615,42615,0,42615,MONDAY,7,Y,1,0,NA,NA,XAP,Unused offer,-662,Cash through the bank,CLIENT,NA,Repeater,Computers,XNA,XNA,Country-wide,36,Connectivity,NA,XNA,POS mobile with interest,NA,NA,NA,NA,NA,NA
2150066,139373,Cash loans,32277.555,675000,732915,NA,675000,WEDNESDAY,13,Y,1,NA,NA,NA,Repairs,Approved,-466,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,30,low_normal,Cash Street: low,365243,-436,434,365243,365243,1
2748627,188432,Cash loans,28257.39,315000,340573.5,NA,315000,WEDNESDAY,9,Y,1,NA,NA,NA,XNA,Approved,-977,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,high,Cash X-Sell: high,365243,-947,-437,-857,-846,1
2268269,147958,Cash loans,NA,0,0,NA,NA,FRIDAY,13,Y,1,NA,NA,NA,XNA,Canceled,-250,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1638321,301716,Cash loans,NA,0,0,NA,NA,THURSDAY,12,Y,1,NA,NA,NA,XNA,Canceled,-470,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1340914,364388,Cash loans,19348.425,463500,518562,NA,463500,SUNDAY,11,Y,1,NA,NA,NA,XNA,Refused,-185,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_action,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
2790181,453714,Consumer loans,11220.48,77265,94342.5,0,77265,SUNDAY,10,Y,1,0,NA,NA,XAP,Approved,-486,Cash through the bank,XAP,NA,New,Audio/Video,POS,XNA,Regional / Local,148,Consumer electronics,10,middle,POS household with interest,365243,-455,-185,-185,-178,0
1623491,329461,Cash loans,43712.595,697500,745375.5,NA,697500,THURSDAY,10,Y,1,NA,NA,NA,XNA,Approved,-243,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-213,477,365243,365243,1
1463677,372367,Cash loans,21680.28,405000,451777.5,NA,405000,MONDAY,12,Y,1,NA,NA,NA,XNA,Approved,-968,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30,low_normal,Cash X-Sell: low,365243,-938,-68,-218,-213,1
1214918,403113,Cash loans,5246.01,45000,47970,0,45000,SATURDAY,12,Y,1,0,NA,NA,XNA,Approved,-2523,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12,high,Cash Street: high,365243,-2493,-2163,-2163,-2158,1
2465224,134697,Consumer loans,24391.44,142101,119601,22500,142101,FRIDAY,19,Y,1,0.17244456727641222,NA,NA,XAP,Approved,-836,Cash through the bank,XAP,NA,Repeater,Computers,POS,XNA,Country-wide,46,Connectivity,6,high,POS mobile with interest,365243,-784,-634,-784,-778,0
2018588,404757,Cash loans,33379.74,450000,497520,NA,450000,THURSDAY,11,Y,1,NA,NA,NA,XNA,Approved,-209,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-179,511,365243,365243,1
2080698,343351,Consumer loans,14811.66,81567,73800,11250,81567,WEDNESDAY,15,Y,1,0.14405964405964403,NA,NA,XAP,Approved,-2703,Cashless from the account of the employer,XAP,NA,New,Mobile,POS,XNA,Stone,26,Connectivity,6,high,POS mobile with interest,365243,-2671,-2521,-2521,-2517,1
2343946,254232,Cash loans,NA,0,0,NA,NA,THURSDAY,15,Y,1,NA,NA,NA,XNA,Refused,-258,XNA,HC,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
2448916,223801,Consumer loans,11573.28,58455,61992,0,58455,FRIDAY,15,Y,1,0,NA,NA,XAP,Approved,-584,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Regional / Local,30,Furniture,6,middle,POS industry with interest,365243,-552,-402,-402,-393,0
2624948,346693,Cash loans,82593,1350000,1350000,NA,1350000,FRIDAY,11,Y,1,NA,NA,NA,XNA,Canceled,-371,XNA,XAP,Family,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,24,middle,Cash X-Sell: middle,NA,NA,NA,NA,NA,NA
2759467,362573,Consumer loans,13648.32,188725.5,167670,37746,188725.5,SUNDAY,9,Y,1,0.20012474906796668,NA,NA,XAP,Approved,-2474,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,1775,Consumer electronics,15,middle,POS household without interest,365243,-2443,-2023,-2023,-2019,1
2619888,438142,Revolving loans,NA,0,0,NA,NA,MONDAY,12,Y,1,NA,NA,NA,XAP,Canceled,-240,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Card Street,NA,NA,NA,NA,NA,NA
2271192,155245,Revolving loans,5625,0,112500,NA,NA,TUESDAY,10,Y,1,NA,NA,NA,XAP,Approved,-1252,XNA,XAP,NA,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,-1228,-1200,365243,-196,365243,0
2370806,275078,Cash loans,27375.3,135000,135000,NA,135000,WEDNESDAY,9,Y,1,NA,NA,NA,Medicine,Approved,-583,Cash through the bank,XAP,NA,Repeater,XNA,Cash,walk-in,Country-wide,20,Connectivity,6,high,Cash Street: high,365243,-553,-403,-403,-397,0
1025261,423748,Consumer loans,9634.41,79285.5,90796.5,0,79285.5,WEDNESDAY,11,Y,1,0,NA,NA,XAP,Approved,-176,Cash through the bank,XAP,NA,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12,middle,POS mobile with interest,365243,-138,192,365243,365243,0
2013370,239507,Cash loans,NA,0,0,NA,NA,FRIDAY,10,Y,1,NA,NA,NA,XNA,Canceled,-199,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1557497,178448,Consumer loans,11272.86,123094.17,123093,1.17,123094.17,SUNDAY,13,Y,1,1.035171985510251e-5,NA,NA,XAP,Approved,-318,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,30,Consumer electronics,12,low_action,POS household without interest,365243,-288,42,365243,365243,0
2701547,360711,Consumer loans,6952.185,68265,68589,7200,68265,WEDNESDAY,20,Y,1,0.1034642830154052,NA,NA,XAP,Approved,-853,Cash through the bank,XAP,NA,New,Mobile,POS,XNA,Country-wide,20,Connectivity,14,high,POS mobile with interest,365243,-817,-427,-427,-422,0
2734924,188855,Cash loans,17319.6,360000,360000,NA,360000,SATURDAY,5,Y,1,NA,NA,NA,XNA,Refused,-430,Cash through the bank,HC,NA,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,middle,Cash X-Sell: middle,NA,NA,NA,NA,NA,NA
2278817,255239,Cash loans,26608.77,688500,824823,NA,688500,MONDAY,13,Y,1,NA,NA,NA,XNA,Refused,-295,Cash through the bank,XNA,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_normal,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
1210107,151882,Consumer loans,16197.39,161991,145791,16200,161991,SATURDAY,11,Y,1,0.10891514175029926,NA,NA,XAP,Approved,-2882,Cash through the bank,XAP,NA,Repeater,Consumer Electronics,POS,XNA,Stone,145,Consumer electronics,10,low_normal,POS household with interest,365243,-2849,-2579,-2579,-2573,0
2328725,317101,Cash loans,40002.975,675000,767664,NA,675000,WEDNESDAY,12,Y,1,NA,NA,NA,XNA,Approved,-506,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,48,high,Cash X-Sell: high,NA,NA,NA,NA,NA,NA
1163948,230110,Consumer loans,5647.005,28791,31963.5,0,28791,MONDAY,9,Y,1,0,NA,NA,XAP,Approved,-1009,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,110,Consumer electronics,6,low_normal,POS household with interest,365243,-978,-828,-948,-940,0
2459802,204191,Consumer loans,18166.59,195475.5,175927.5,19548,195475.5,WEDNESDAY,11,Y,1,0.10891159808215908,NA,NA,XAP,Approved,-501,Cash through the bank,XAP,NA,New,Construction Materials,POS,XNA,Regional / Local,50,Construction,12,middle,POS industry with interest,365243,-470,-140,-380,-371,0
1088980,156434,Cash loans,NA,0,0,NA,NA,MONDAY,13,Y,1,NA,NA,NA,XNA,Canceled,-416,XNA,XAP,NA,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1430860,291464,Revolving loans,2250,45000,45000,NA,45000,SUNDAY,14,Y,1,NA,NA,NA,XAP,Approved,-334,XNA,XAP,Family,Repeater,XNA,Cards,walk-in,Country-wide,1200,Consumer electronics,0,XNA,Card Street,365243,365243,365243,365243,365243,0
2179756,244959,Consumer loans,10807.74,80874,88879.5,0,80874,THURSDAY,7,Y,1,0,NA,NA,XAP,Approved,-2204,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Stone,87,Consumer electronics,12,high,POS household with interest,365243,-2172,-1842,-1872,-1865,0
1892571,392729,Cash loans,11587.05,135000,135000,0,135000,SATURDAY,13,Y,1,0,NA,NA,Repairs,Refused,-2225,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18,high,Cash Street: high,NA,NA,NA,NA,NA,NA
2212580,285411,Cash loans,38608.875,1278000,1463566.5,NA,1278000,WEDNESDAY,4,Y,1,NA,NA,NA,XNA,Refused,-304,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_action,Cash X-Sell: low,NA,NA,NA,NA,NA,NA
2467173,228750,Consumer loans,24640.11,263812.5,263812.5,0,263812.5,WEDNESDAY,15,Y,1,0,NA,NA,XAP,Approved,-1426,Cash through the bank,XAP,NA,Repeater,Consumer Electronics,POS,XNA,Stone,164,Consumer electronics,12,low_normal,POS household with interest,365243,-1386,-1056,-1056,-1050,0
1955819,288540,Consumer loans,13555.26,90855,103347,6750,90855,SATURDAY,11,Y,1,0.06677169801505611,NA,NA,XAP,Approved,-1942,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,1716,Consumer electronics,10,high,POS household with interest,365243,-1910,-1640,-1790,-1787,0
1461473,124049,Consumer loans,3886.56,29245.5,28494,2925,29245.5,WEDNESDAY,13,Y,1,0.10139058878675034,NA,NA,XAP,Approved,-2029,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,2500,Consumer electronics,10,high,POS household with interest,365243,-1998,-1728,-1728,-1724,0
1676543,433947,Consumer loans,16379.865,133434,120087,13347,133434,FRIDAY,17,Y,1,0.10893847417926736,NA,NA,XAP,Approved,-2194,Cash through the bank,XAP,Family,New,Furniture,POS,XNA,Stone,100,Furniture,10,high,POS industry with interest,365243,-2153,-1883,-1883,-1877,0
2013693,102746,Consumer loans,4705.065,37606.5,34596,3010.5,37606.5,FRIDAY,13,Y,1,0.08718461387840347,NA,NA,XAP,Approved,-2649,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Stone,6,Consumer electronics,8,low_normal,POS household without interest,365243,-2607,-2397,-2397,-2388,0
2419718,293768,Consumer loans,4690.35,20898,21933,0,20898,SATURDAY,13,Y,1,0,NA,NA,XAP,Refused,-1517,Cash through the bank,SCO,"Spouse, partner",Repeater,Mobile,POS,XNA,Country-wide,100,Connectivity,6,high,POS mobile with interest,NA,NA,NA,NA,NA,NA
2674473,294172,Consumer loans,18061.335,176809.5,191979,0,176809.5,SUNDAY,18,Y,1,0,NA,NA,XAP,Approved,-885,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Country-wide,1450,Consumer electronics,12,low_normal,POS household with interest,NA,NA,NA,NA,NA,NA
2820795,158140,Revolving loans,36000,720000,720000,NA,720000,MONDAY,4,Y,1,NA,NA,NA,XAP,Approved,-451,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,365243,365243,365243,365243,365243,0
2089393,204255,Consumer loans,2847.15,31635,25308,6327,31635,THURSDAY,13,Y,1,0.2178181818181818,NA,NA,XAP,Approved,-1973,Cash through the bank,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,469,Consumer electronics,10,low_normal,POS household with interest,365243,-1923,-1653,-1683,-1676,0
1963524,207143,Consumer loans,29307.195,281205,253084.5,28120.5,281205,WEDNESDAY,13,Y,1,0.1089090909090909,NA,NA,XAP,Approved,-2269,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,900,Consumer electronics,10,middle,POS household with interest,365243,-2238,-1968,-2118,-2111,0
2201110,329697,Cash loans,NA,0,0,NA,NA,TUESDAY,11,Y,1,NA,NA,NA,XNA,Refused,-139,XNA,SCOFR,NA,Repeater,XNA,XNA,XNA,Contact center,-1,XNA,NA,XNA,Cash,NA,NA,NA,NA,NA,NA
1083910,406419,Cash loans,37835.415,180000,185940,NA,180000,THURSDAY,16,Y,1,NA,NA,NA,Repairs,Approved,-530,Cash through the bank,XAP,NA,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6,high,Cash Street: high,365243,-500,-350,-500,-492,1
2363263,251138,Cash loans,15883.335,135000,143910,NA,135000,MONDAY,11,Y,1,NA,NA,NA,XNA,Approved,-879,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),4,XNA,12,high,Cash X-Sell: high,365243,-849,-519,-549,-544,1
2653701,422289,Cash loans,14275.08,162000,178038,NA,162000,FRIDAY,5,Y,1,NA,NA,NA,XNA,Approved,-703,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Stone,30,Connectivity,18,middle,Cash X-Sell: middle,365243,-673,-163,-373,-365,1
2339180,396019,Cash loans,29808,1125000,1125000,NA,1125000,SUNDAY,17,Y,1,NA,NA,NA,Building a house or an annex,Canceled,-280,Cash through the bank,XAP,"Spouse, partner",Refreshed,XNA,Cash,walk-in,AP+ (Cash loan),3,XNA,60,low_action,Cash Street: low,NA,NA,NA,NA,NA,NA
1666783,454675,Cash loans,13034.52,180000,203760,NA,180000,MONDAY,16,Y,1,NA,NA,NA,XNA,Approved,-364,Cash through the bank,XAP,NA,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),60,XNA,24,middle,Cash X-Sell: middle,365243,-334,356,-274,-267,1
2841581,171906,Consumer loans,9891.225,94554,94023,9000,94554,SUNDAY,10,Y,1,0.09514203800916474,NA,NA,XAP,Approved,-1847,Cash through the bank,XAP,Children,Repeater,Audio/Video,POS,XNA,Country-wide,600,Consumer electronics,12,middle,POS household with interest,365243,-1816,-1486,-1696,-1693,0
